;data;preco
2976;2014-04-02;10337
2977;2014-04-01;10664
2978;2014-03-31;10658
2979;2014-03-30;10590
2980;2014-03-29;10701
2981;2014-03-28;10659
2982;2014-03-27;10658
2983;2014-03-26;10590
2984;2014-03-25;10720
2985;2014-03-24;10573
2986;2014-03-23;10595
2987;2014-03-22;10679
2988;2014-03-21;10699
2989;2014-03-20;10573
2990;2014-03-19;10595
2991;2014-03-18;10808
2992;2014-03-17;10748
2993;2014-03-16;10788
2994;2014-03-15;10835
2995;2014-03-14;10827
2996;2014-03-13;10748
2997;2014-03-12;10788
2998;2014-03-11;10914
2999;2014-03-10;10799
3000;2014-03-09;10815
3001;2014-03-08;10917
3002;2014-03-07;11126
3003;2014-03-06;10799
3004;2014-03-05;10815
3005;2014-03-04;10898
3006;2014-03-03;10854
3007;2014-03-02;10939
3008;2014-03-01;10919
3009;2014-02-28;10976
3010;2014-02-27;10854
3011;2014-02-26;10939
3012;2014-02-25;10903
3013;2014-02-24;10942
3014;2014-02-23;11037
3015;2014-02-22;11014
3016;2014-02-21;10903
3017;2014-02-20;10942
3018;2014-02-19;11037
3019;2014-02-18;10863
3020;2014-02-17;10898
3021;2014-02-16;10862
3022;2014-02-15;10921
3023;2014-02-14;11018
3024;2014-02-13;10898
3025;2014-02-12;10862
3026;2014-02-11;11012
3027;2014-02-10;10815
3028;2014-02-09;10681
3029;2014-02-08;10704
3030;2014-02-07;10655
3031;2014-02-06;10815
3032;2014-02-05;10681
3033;2014-02-04;10816
3034;2014-02-03;10936
3035;2014-02-02;10883
3036;2014-02-01;10910
3037;2014-01-31;10872
3038;2014-01-30;10936
3039;2014-01-29;10883
3040;2014-01-28;10914
3041;2014-01-27;10969
3042;2014-01-26;10969
3043;2014-01-25;10917
3044;2014-01-24;10801
3045;2014-01-23;10969
3046;2014-01-22;10969
3047;2014-01-21;10845
3048;2014-01-20;10746
3049;2014-01-19;10809
3050;2014-01-18;10712
3051;2014-01-17;10802
3052;2014-01-16;10746
3053;2014-01-15;10809
3054;2014-01-14;10644
3055;2014-01-13;10749
3056;2014-01-12;10742
3057;2014-01-11;10701
3058;2014-01-10;10671
3059;2014-01-09;10749
3060;2014-01-08;10742
3061;2014-01-07;10657
3062;2014-01-06;10794
3063;2014-01-04;10995
3064;2014-01-03;11047
3065;2014-01-02;10794
3066;2013-12-31;11206
3067;2013-12-30;11165
3068;2013-12-28;11157
3069;2013-12-27;11158
3070;2013-12-26;11165
3071;2013-12-24;11215
3072;2013-12-23;11078
3073;2013-12-22;10956
3074;2013-12-21;10891
3075;2013-12-20;11030
3076;2013-12-19;11078
3077;2013-12-18;10956
3078;2013-12-17;10808
3079;2013-12-16;10899
3080;2013-12-15;10947
3081;2013-12-14;10891
3082;2013-12-13;11007
3083;2013-12-12;10899
3084;2013-12-11;10947
3085;2013-12-10;11150
3086;2013-12-09;11207
3087;2013-12-08;11327
3088;2013-12-07;11306
3089;2013-12-06;11149
3090;2013-12-05;11207
3091;2013-12-04;11327
3092;2013-12-03;11107
3093;2013-12-02;11149
3094;2013-12-01;11132
3095;2013-11-30;11204
3096;2013-11-29;11083
3097;2013-11-27;11132
3098;2013-11-26;11136
3099;2013-11-25;10990
3100;2013-11-24;10827
3101;2013-11-23;10829
3102;2013-11-22;10880
3103;2013-11-21;10990
3104;2013-11-20;10827
3105;2013-11-19;10825
3106;2013-11-18;10829
3107;2013-11-17;10690
3108;2013-11-16;10629
3109;2013-11-15;10576
3110;2013-11-14;10829
3111;2013-11-13;10690
3112;2013-11-12;10429
3113;2013-11-11;10308
3114;2013-11-10;10546
3115;2013-11-09;10501
3116;2013-11-08;10485
3117;2013-11-07;10308
3118;2013-11-06;10546
3119;2013-11-05;10578
3120;2013-11-04;10753
3121;2013-11-03;10841
3122;2013-11-02;10804
3123;2013-11-01;10829
3124;2013-10-31;10753
3125;2013-10-30;10841
3126;2013-10-29;10570
3127;2013-10-28;10663
3128;2013-10-27;10774
3129;2013-10-26;10957
3130;2013-10-25;10947
3131;2013-10-24;10663
3132;2013-10-23;10774
3133;2013-10-22;10957
3134;2013-10-21;10955
3135;2013-10-20;11079
3136;2013-10-19;11067
3137;2013-10-18;11013
3138;2013-10-17;10955
3139;2013-10-16;11079
3140;2013-10-15;11065
3141;2013-10-14;11163
3142;2013-10-13;10902
3143;2013-10-12;11056
3144;2013-10-11;10966
3145;2013-10-10;11163
3146;2013-10-09;10902
3147;2013-10-08;10942
3148;2013-10-07;10949
3149;2013-10-06;10909
3150;2013-10-05;10732
3151;2013-10-04;10785
3152;2013-10-03;10949
3153;2013-10-02;10909
3154;2013-10-01;10945
3155;2013-09-30;10886
3156;2013-09-29;10946
3157;2013-09-28;10768
3158;2013-09-27;10856
3159;2013-09-26;10886
3160;2013-09-25;10946
3161;2013-09-24;11022
3162;2013-09-23;11066
3163;2013-09-22;10909
3164;2013-09-21;10905
3165;2013-09-20;11086
3166;2013-09-19;11066
3167;2013-09-18;10909
3168;2013-09-17;11331
3169;2013-09-16;11311
3170;2013-09-15;11237
3171;2013-09-14;11210
3172;2013-09-13;11520
3173;2013-09-12;11311
3174;2013-09-11;11237
3175;2013-09-10;11715
3176;2013-09-09;11581
3177;2013-09-08;11565
3178;2013-09-07;11549
3179;2013-09-06;11715
3180;2013-09-05;11581
3181;2013-09-04;11565
3182;2013-09-03;11597
3183;2013-09-02;11691
3184;2013-09-01;11627
3185;2013-08-31;11521
3186;2013-08-30;11223
3187;2013-08-29;11691
3188;2013-08-28;11627
3189;2013-08-27;11212
3190;2013-08-26;11051
3191;2013-08-25;11082
3192;2013-08-24;11074
3193;2013-08-23;11141
3194;2013-08-22;11051
3195;2013-08-21;11082
3196;2013-08-20;11182
3197;2013-08-19;11158
3198;2013-08-18;11026
3199;2013-08-17;11069
3200;2013-08-16;10928
3201;2013-08-15;11158
3202;2013-08-14;11026
3203;2013-08-13;10849
3204;2013-08-12;10732
3205;2013-08-11;10839
3206;2013-08-10;10877
3207;2013-08-09;10981
3208;2013-08-08;10732
3209;2013-08-07;10839
3210;2013-08-06;10963
3211;2013-08-05;10994
3212;2013-08-04;10789
3213;2013-08-03;10747
3214;2013-08-02;10810
3215;2013-08-01;10994
3216;2013-07-31;10789
3217;2013-07-30;10757
3218;2013-07-29;10810
3219;2013-07-28;10823
3220;2013-07-27;10927
3221;2013-07-26;10882
3222;2013-07-25;10810
3223;2013-07-24;10823
3224;2013-07-23;10934
3225;2013-07-22;10971
3226;2013-07-21;10967
3227;2013-07-20;10929
3228;2013-07-19;10905
3229;2013-07-18;10971
3230;2013-07-17;10967
3231;2013-07-16;10903
3232;2013-07-15;10818
3233;2013-07-14;10843
3234;2013-07-13;10790
3235;2013-07-12;10775
3236;2013-07-11;10818
3237;2013-07-10;10843
3238;2013-07-09;10746
3239;2013-07-08;10775
3240;2013-07-07;10612
3241;2013-07-06;10396
3242;2013-07-05;10319
3243;2013-07-03;10612
3244;2013-07-02;10249
3245;2013-07-01;10274
3246;2013-06-30;10062
3247;2013-06-29;10151
3248;2013-06-28;9980
3249;2013-06-27;10274
3250;2013-06-26;10062
3251;2013-06-25;10036
3252;2013-06-24;10272
3253;2013-06-23;10556
3254;2013-06-22;10521
3255;2013-06-21;10580
3256;2013-06-20;10272
3257;2013-06-19;10556
3258;2013-06-18;10510
3259;2013-06-17;10338
3260;2013-06-16;10311
3261;2013-06-15;10150
3262;2013-06-14;10387
3263;2013-06-13;10338
3264;2013-06-12;10311
3265;2013-06-11;10407
3266;2013-06-10;10337
3267;2013-06-09;10351
3268;2013-06-08;10204
3269;2013-06-07;10163
3270;2013-06-06;10337
3271;2013-06-05;10351
3272;2013-06-04;10043
3273;2013-06-03;10179
3274;2013-06-02;10214
3275;2013-06-01;10377
3276;2013-05-31;10043
3277;2013-05-30;10179
3278;2013-05-29;10214
3279;2013-05-28;10124
3280;2013-05-27;10046
3281;2013-05-26;10214
3282;2013-05-25;10310
3283;2013-05-24;10455
3284;2013-05-23;10046
3285;2013-05-22;10214
3286;2013-05-21;10383
3287;2013-05-20;10427
3288;2013-05-19;10157
3289;2013-05-18;10270
3290;2013-05-17;10217
3291;2013-05-16;10427
3292;2013-05-15;10157
3293;2013-05-14;10131
3294;2013-05-13;10359
3295;2013-05-12;10379
3296;2013-05-11;10518
3297;2013-05-10;10500
3298;2013-05-09;10359
3299;2013-05-08;10379
3300;2013-05-07;10460
3301;2013-05-06;10032
3302;2013-05-05;9834
3303;2013-05-04;10153
3304;2013-05-03;10288
3305;2013-05-02;10032
3306;2013-05-01;9834
3307;2013-04-30;10239
3308;2013-04-29;10162
3309;2013-04-28;10071
3310;2013-04-27;9925
3311;2013-04-26;9907
3312;2013-04-25;10162
3313;2013-04-24;10071
3314;2013-04-23;9894
3315;2013-04-22;9748
3316;2013-04-21;9684
3317;2013-04-20;9788
3318;2013-04-19;9932
3319;2013-04-18;9748
3320;2013-04-17;9684
3321;2013-04-16;10058
3322;2013-04-15;10362
3323;2013-04-14;10480
3324;2013-04-13;10408
3325;2013-04-12;10316
3326;2013-04-11;10362
3327;2013-04-10;10480
3328;2013-04-09;10398
3329;2013-04-08;10509
3330;2013-04-07;10782
3331;2013-04-06;10966
3332;2013-04-05;10876
3333;2013-04-04;10509
3334;2013-04-03;10782
3335;2013-04-02;10966
3336;2013-04-01;10845
3337;2013-03-31;10851
3338;2013-03-30;10710
3339;2013-03-29;10666
3340;2013-03-28;10845
3341;2013-03-27;10851
3342;2013-03-26;10651
3343;2013-03-25;10641
3344;2013-03-24;10827
3345;2013-03-22;10854
3346;2013-03-21;10641
3347;2013-03-20;10827
3348;2013-03-19;10932
3349;2013-03-18;10810
3350;2013-03-17;10751
3351;2013-03-16;10848
3352;2013-03-15;10864
3353;2013-03-14;10810
3354;2013-03-13;10751
3355;2013-03-12;10891
3356;2013-03-11;11042
3357;2013-03-10;11027
3358;2013-03-09;11042
3359;2013-03-08;10990
3360;2013-03-07;11042
3361;2013-03-06;11027
3362;2013-03-05;11014
3363;2013-03-04;11220
3364;2013-03-03;11224
3365;2013-03-02;11296
3366;2013-03-01;11455
3367;2013-02-28;11220
3368;2013-02-27;11224
3369;2013-02-26;11374
3370;2013-02-25;11419
3371;2013-02-24;11623
3372;2013-02-23;11704
3373;2013-02-22;11374
3374;2013-02-21;11419
3375;2013-02-20;11623
3376;2013-02-19;11740
3377;2013-02-18;11848
3378;2013-02-17;11843
3379;2013-02-16;11789
3380;2013-02-15;11829
3381;2013-02-14;11848
3382;2013-02-13;11843
3383;2013-02-12;11890
3384;2013-02-11;11717
3385;2013-02-09;11703
3386;2013-02-08;11606
3387;2013-02-07;11717
3388;2013-02-05;11555
3389;2013-02-04;11555
3390;2013-02-03;11542
3391;2013-02-02;11522
3392;2013-02-01;11392
3393;2013-01-31;11555
3394;2013-01-30;11542
3395;2013-01-29;11388
3396;2013-01-28;11459
3397;2013-01-27;11368
3398;2013-01-26;11272
3399;2013-01-25;11388
3400;2013-01-24;11459
3401;2013-01-23;11368
3402;2013-01-22;11171
3403;2013-01-21;11101
3404;2013-01-20;11097
3405;2013-01-19;11172
3406;2013-01-18;11132
3407;2013-01-17;11101
3408;2013-01-16;11097
3409;2013-01-15;11030
3410;2013-01-14;11297
3411;2013-01-13;11307
3412;2013-01-12;11303
3413;2013-01-11;11249
3414;2013-01-10;11297
3415;2013-01-09;11307
3416;2013-01-08;11258
3417;2013-01-07;11303
3418;2013-01-06;11298
3419;2013-01-04;11080
3420;2013-01-03;11303
3421;2013-01-02;11298
3422;2013-01-01;11005
3423;2012-12-31;11004
3424;2012-12-30;11072
3425;2012-12-28;10844
3426;2012-12-27;11004
3427;2012-12-26;11072
3428;2012-12-25;10913
3429;2012-12-24;11057
3430;2012-12-23;10995
3431;2012-12-22;10996
3432;2012-12-21;10935
3433;2012-12-20;11057
3434;2012-12-19;10995
3435;2012-12-18;10928
3436;2012-12-17;10935
3437;2012-12-16;11017
3438;2012-12-15;10760
3439;2012-12-14;10825
3440;2012-12-12;11017
3441;2012-12-11;10716
3442;2012-12-10;10801
3443;2012-12-09;10896
3444;2012-12-08;10999
3445;2012-12-07;11127
3446;2012-12-06;10801
3447;2012-12-05;10896
3448;2012-12-04;11084
3449;2012-12-03;11047
3450;2012-12-02;10826
3451;2012-12-01;10933
3452;2012-11-30;11018
3453;2012-11-29;11047
3454;2012-11-28;10826
3455;2012-11-27;11014
3456;2012-11-26;11018
3457;2012-11-25;11081
3458;2012-11-24;11001
3459;2012-11-23;11006
3460;2012-11-21;11081
3461;2012-11-20;10681
3462;2012-11-19;11007
3463;2012-11-18;10966
3464;2012-11-17;10882
3465;2012-11-16;11023
3466;2012-11-15;11007
3467;2012-11-14;10966
3468;2012-11-13;10861
3469;2012-11-12;10723
3470;2012-11-11;10821
3471;2012-11-10;10927
3472;2012-11-09;10559
3473;2012-11-08;10723
3474;2012-11-07;10821
3475;2012-11-06;10679
3476;2012-11-05;10884
3477;2012-11-04;10989
3478;2012-11-03;10940
3479;2012-11-02;10933
3480;2012-11-01;10884
3481;2012-10-31;10989
3482;2012-10-30;10890
3483;2012-10-29;10764
3484;2012-10-28;10766
3485;2012-10-27;10753
3486;2012-10-26;10962
3487;2012-10-25;10764
3488;2012-10-24;10766
3489;2012-10-23;11189
3490;2012-10-22;11258
3491;2012-10-21;11349
3492;2012-10-20;11500
3493;2012-10-19;11500
3494;2012-10-18;11258
3495;2012-10-17;11349
3496;2012-10-16;11517
3497;2012-10-15;11618
3498;2012-10-14;11611
3499;2012-10-13;11432
3500;2012-10-12;11517
3501;2012-10-11;11618
3502;2012-10-10;11611
3503;2012-10-09;11217
3504;2012-10-08;11048
3505;2012-10-07;10932
3506;2012-10-06;11249
3507;2012-10-05;11258
3508;2012-10-04;11048
3509;2012-10-03;10932
3510;2012-10-02;11136
3511;2012-10-01;11145
3512;2012-09-30;10899
3513;2012-09-29;11077
3514;2012-09-28;10920
3515;2012-09-27;11145
3516;2012-09-26;10899
3517;2012-09-25;11127
3518;2012-09-24;10941
3519;2012-09-23;10849
3520;2012-09-22;11329
3521;2012-09-21;11670
3522;2012-09-20;10941
3523;2012-09-19;10849
3524;2012-09-18;11748
3525;2012-09-17;11600
3526;2012-09-16;11486
3527;2012-09-15;11486
3528;2012-09-14;11384
3529;2012-09-13;11600
3530;2012-09-12;11486
3531;2012-09-11;11364
3532;2012-09-10;11450
3533;2012-09-09;11332
3534;2012-09-08;11498
3535;2012-09-07;11364
3536;2012-09-06;11450
3537;2012-09-05;11332
3538;2012-09-04;11393
3539;2012-09-03;11228
3540;2012-09-02;11253
3541;2012-09-01;11262
3542;2012-08-31;11374
3543;2012-08-30;11228
3544;2012-08-29;11253
3545;2012-08-28;11576
3546;2012-08-27;11745
3547;2012-08-26;11577
3548;2012-08-25;11603
3549;2012-08-24;11550
3550;2012-08-23;11745
3551;2012-08-22;11577
3552;2012-08-21;11520
3553;2012-08-20;11612
3554;2012-08-19;11551
3555;2012-08-18;11390
3556;2012-08-17;11448
3557;2012-08-16;11612
3558;2012-08-15;11551
3559;2012-08-14;11313
3560;2012-08-13;11352
3561;2012-08-12;11342
3562;2012-08-11;11239
3563;2012-08-10;11001
3564;2012-08-09;11352
3565;2012-08-08;11342
3566;2012-08-07;10957
3567;2012-08-06;10755
3568;2012-08-05;10678
3569;2012-08-04;10593
3570;2012-08-03;10654
3571;2012-08-02;10755
3572;2012-08-01;10678
3573;2012-07-31;10630
3574;2012-07-30;10477
3575;2012-07-29;10235
3576;2012-07-28;10357
3577;2012-07-27;10391
3578;2012-07-26;10477
3579;2012-07-25;10235
3580;2012-07-24;10698
3581;2012-07-23;10779
3582;2012-07-22;10592
3583;2012-07-21;10421
3584;2012-07-20;10210
3585;2012-07-19;10779
3586;2012-07-18;10592
3587;2012-07-17;10191
3588;2012-07-16;9918
3589;2012-07-15;9923
3590;2012-07-14;9915
3591;2012-07-13;9994
3592;2012-07-12;9918
3593;2012-07-11;9923
3594;2012-07-10;9850
3595;2012-07-09;10154
3596;2012-07-07;9989
3597;2012-07-06;9528
3598;2012-07-05;10154
3599;2012-07-03;9417
3600;2012-07-02;9102
3601;2012-07-01;9206
3602;2012-06-30;9019
3603;2012-06-29;8869
3604;2012-06-28;9102
3605;2012-06-27;9206
3606;2012-06-26;8922
3607;2012-06-25;8922
3608;2012-06-24;9350
3609;2012-06-23;9514
3610;2012-06-22;9521
3611;2012-06-21;8922
3612;2012-06-20;9350
3613;2012-06-19;9713
3614;2012-06-18;9646
3615;2012-06-17;9729
3616;2012-06-16;9659
3617;2012-06-15;9860
3618;2012-06-14;9646
3619;2012-06-13;9729
3620;2012-06-12;9757
3621;2012-06-11;10005
3622;2012-06-10;10114
3623;2012-06-09;9865
3624;2012-06-08;9774
3625;2012-06-07;10005
3626;2012-06-06;10114
3627;2012-06-05;9863
3628;2012-06-04;10386
3629;2012-06-03;10385
3630;2012-06-02;10755
3631;2012-06-01;9863
3632;2012-05-31;10386
3633;2012-05-30;10385
3634;2012-05-29;10786
3635;2012-05-28;10720
3636;2012-05-27;10688
3637;2012-05-26;10976
3638;2012-05-25;10902
3639;2012-05-24;10720
3640;2012-05-23;10688
3641;2012-05-22;10803
3642;2012-05-21;10931
3643;2012-05-20;10980
3644;2012-05-19;11140
3645;2012-05-18;11079
3646;2012-05-17;10931
3647;2012-05-16;10980
3648;2012-05-15;11250
3649;2012-05-14;11224
3650;2012-05-13;11189
3651;2012-05-12;11048
3652;2012-05-11;11250
3653;2012-05-10;11224
3654;2012-05-09;11189
3655;2012-05-08;11166
3656;2012-05-07;11591
3657;2012-05-06;11757
3658;2012-05-05;11957
3659;2012-05-04;11866
3660;2012-05-03;11591
3661;2012-05-02;11757
3662;2012-05-01;11930
3663;2012-04-30;11933
3664;2012-04-29;11745
3665;2012-04-28;11774
3666;2012-04-27;11666
3667;2012-04-26;11933
3668;2012-04-25;11745
3669;2012-04-24;11808
3670;2012-04-23;11700
3671;2012-04-22;11518
3672;2012-04-21;11741
3673;2012-04-20;11823
3674;2012-04-19;11700
3675;2012-04-18;11518
3676;2012-04-17;12062
3677;2012-04-16;12057
3678;2012-04-15;12041
3679;2012-04-14;12189
3680;2012-04-13;12062
3681;2012-04-12;12057
3682;2012-04-11;12041
3683;2012-04-10;12189
3684;2012-04-09;12358
3685;2012-04-08;12304
3686;2012-04-07;12566
3687;2012-04-06;12444
3688;2012-04-05;12358
3689;2012-04-04;12304
3690;2012-04-03;12341
3691;2012-04-02;12323
3692;2012-04-01;12441
3693;2012-03-31;12525
3694;2012-03-30;12585
3695;2012-03-29;12323
3696;2012-03-28;12441
3697;2012-03-27;12521
3698;2012-03-26;12249
3699;2012-03-25;12389
3700;2012-03-24;12438
3701;2012-03-23;12576
3702;2012-03-22;12249
3703;2012-03-21;12389
3704;2012-03-20;12509
3705;2012-03-19;12363
3706;2012-03-18;12698
3707;2012-03-17;12814
3708;2012-03-16;12727
3709;2012-03-15;12363
3710;2012-03-14;12698
3711;2012-03-13;12808
3712;2012-03-12;12796
3713;2012-03-11;12537
3714;2012-03-10;12503
3715;2012-03-09;12668
3716;2012-03-08;12796
3717;2012-03-07;12537
3718;2012-03-06;12593
3719;2012-03-05;12576
3720;2012-03-04;12223
3721;2012-03-03;12402
3722;2012-03-02;12646
3723;2012-03-01;12576
3724;2012-02-29;12223
3725;2012-02-28;12489
3726;2012-02-27;12453
3727;2012-02-26;12307
3728;2012-02-25;12085
3729;2012-02-24;12489
3730;2012-02-23;12453
3731;2012-02-22;12307
3732;2012-02-21;12069
3733;2012-02-20;12100
3734;2012-02-19;12025
3735;2012-02-18;11830
3736;2012-02-17;11873
3737;2012-02-16;12100
3738;2012-02-15;12025
3739;2012-02-14;11813
3740;2012-02-13;11840
3741;2012-02-12;11718
3742;2012-02-11;11686
3743;2012-02-10;11547
3744;2012-02-09;11840
3745;2012-02-08;11718
3746;2012-02-07;11256
3747;2012-02-06;11096
3748;2012-02-05;11196
3749;2012-02-04;11026
3750;2012-02-03;11024
3751;2012-02-02;11096
3752;2012-02-01;11196
3753;2012-01-31;11050
3754;2012-01-30;10908
3755;2012-01-29;10848
3756;2012-01-28;10838
3757;2012-01-27;10946
3758;2012-01-26;10908
3759;2012-01-25;10848
3760;2012-01-24;10850
3761;2012-01-23;10954
3762;2012-01-21;10981
3763;2012-01-20;11055
3764;2012-01-19;10954
3765;2012-01-17;10981
3766;2012-01-16;10988
3767;2012-01-15;11297
3768;2012-01-14;11166
3769;2012-01-13;11330
3770;2012-01-12;11107
3771;2012-01-11;11297
3772;2012-01-10;11166
3773;2012-01-09;11196
3774;2012-01-08;11359
3775;2012-01-07;11337
3776;2012-01-06;11112
3777;2012-01-05;11196
3778;2012-01-04;11359
3779;2012-01-03;10809
3780;2012-01-02;10689
3781;2012-01-01;10754
3782;2011-12-30;10809
3783;2011-12-29;10689
3784;2011-12-28;10754
3785;2011-12-27;10928
3786;2011-12-26;10898
3787;2011-12-25;10800
3788;2011-12-24;10780
3789;2011-12-23;10455
3790;2011-12-22;10898
3791;2011-12-21;10800
3792;2011-12-20;10400
3793;2011-12-19;10452
3794;2011-12-18;10572
3795;2011-12-17;10925
3796;2011-12-16;10782
3797;2011-12-15;10452
3798;2011-12-14;10572
3799;2011-12-13;10791
3800;2011-12-12;10823
3801;2011-12-11;11007
3802;2011-12-10;11016
3803;2011-12-09;11018
3804;2011-12-08;10823
3805;2011-12-07;11007
3806;2011-12-06;10959
3807;2011-12-05;10883
3808;2011-12-04;11122
3809;2011-12-03;11125
3810;2011-12-02;10938
3811;2011-12-01;10883
3812;2011-11-30;11122
3813;2011-11-29;10608
3814;2011-11-28;10938
3815;2011-11-27;10683
3816;2011-11-26;10777
3817;2011-11-25;10598
3818;2011-11-23;10683
3819;2011-11-22;10782
3820;2011-11-21;10925
3821;2011-11-20;11191
3822;2011-11-19;11190
3823;2011-11-18;11257
3824;2011-11-17;10925
3825;2011-11-16;11191
3826;2011-11-15;11443
3827;2011-11-14;11332
3828;2011-11-13;11529
3829;2011-11-12;11561
3830;2011-11-11;11475
3831;2011-11-10;11332
3832;2011-11-09;11529
3833;2011-11-08;11222
3834;2011-11-07;11076
3835;2011-11-06;11082
3836;2011-11-05;10697
3837;2011-11-04;10843
3838;2011-11-03;11076
3839;2011-11-02;11082
3840;2011-11-01;11001
3841;2011-10-31;11245
3842;2011-10-30;11043
3843;2011-10-29;11211
3844;2011-10-28;11167
3845;2011-10-27;11245
3846;2011-10-26;11043
3847;2011-10-25;11160
3848;2011-10-24;10900
3849;2011-10-23;11176
3850;2011-10-22;11208
3851;2011-10-21;11292
3852;2011-10-20;10900
3853;2011-10-19;11176
3854;2011-10-18;11433
3855;2011-10-17;11245
3856;2011-10-16;11244
3857;2011-10-15;10922
3858;2011-10-14;10949
3859;2011-10-13;11245
3860;2011-10-12;11244
3861;2011-10-11;10656
3862;2011-10-10;10438
3863;2011-10-09;10377
3864;2011-10-08;10184
3865;2011-10-07;10361
3866;2011-10-06;10438
3867;2011-10-05;10377
3868;2011-10-04;10542
3869;2011-10-03;10708
3870;2011-10-02;10852
3871;2011-10-01;10954
3872;2011-09-30;10790
3873;2011-09-29;10708
3874;2011-09-28;10852
3875;2011-09-27;10917
3876;2011-09-26;10921
3877;2011-09-25;11426
3878;2011-09-24;11439
3879;2011-09-23;11289
3880;2011-09-22;10921
3881;2011-09-21;11426
3882;2011-09-20;11626
3883;2011-09-19;11671
3884;2011-09-18;11310
3885;2011-09-17;11408
3886;2011-09-16;11475
3887;2011-09-15;11671
3888;2011-09-14;11310
3889;2011-09-13;11510
3890;2011-09-12;11799
3891;2011-09-11;11750
3892;2011-09-10;11329
3893;2011-09-09;11510
3894;2011-09-08;11799
3895;2011-09-07;11750
3896;2011-09-06;11592
3897;2011-09-05;11643
3898;2011-09-04;11648
3899;2011-09-03;11559
3900;2011-09-02;11592
3901;2011-09-01;11643
3902;2011-08-31;11648
3903;2011-08-30;11229
3904;2011-08-29;11191
3905;2011-08-28;11191
3906;2011-08-27;11035
3907;2011-08-26;10883
3908;2011-08-25;11191
3909;2011-08-24;11191
3910;2011-08-23;10937
3911;2011-08-22;10836
3912;2011-08-21;11137
3913;2011-08-20;10969
3914;2011-08-19;10889
3915;2011-08-18;10836
3916;2011-08-17;11137
3917;2011-08-16;10817
3918;2011-08-15;10782
3919;2011-08-14;10384
3920;2011-08-13;10363
3921;2011-08-12;10306
3922;2011-08-11;10782
3923;2011-08-10;10384
3924;2011-08-09;10692
3925;2011-08-08;11022
3926;2011-08-07;11374
3927;2011-08-06;11602
3928;2011-08-05;11630
3929;2011-08-04;11022
3930;2011-08-03;11374
3931;2011-08-02;11593
3932;2011-08-01;11816
3933;2011-07-31;11799
3934;2011-07-30;11814
3935;2011-07-29;11827
3936;2011-07-28;11816
3937;2011-07-27;11799
3938;2011-07-26;11899
3939;2011-07-25;11825
3940;2011-07-24;11852
3941;2011-07-23;11818
3942;2011-07-22;11705
3943;2011-07-21;11825
3944;2011-07-20;11852
3945;2011-07-19;11806
3946;2011-07-18;11738
3947;2011-07-17;11846
3948;2011-07-16;11736
3949;2011-07-15;11735
3950;2011-07-14;11738
3951;2011-07-13;11846
3952;2011-07-12;11740
3953;2011-07-11;11740
3954;2011-07-10;11355
3955;2011-07-09;11321
3956;2011-07-08;11740
3957;2011-07-07;11740
3958;2011-07-06;11355
3959;2011-07-05;10982
3960;2011-07-04;11171
3961;2011-07-03;11149
3962;2011-07-02;10757
3963;2011-07-01;10457
3964;2011-06-30;11171
3965;2011-06-29;11149
3966;2011-06-28;10479
3967;2011-06-27;10827
3968;2011-06-26;11359
3969;2011-06-25;11202
3970;2011-06-24;11221
3971;2011-06-23;10827
3972;2011-06-22;11359
3973;2011-06-21;11374
3974;2011-06-20;11469
3975;2011-06-19;11467
3976;2011-06-18;12035
3977;2011-06-17;12049
3978;2011-06-16;11871
3979;2011-06-15;11467
3980;2011-06-14;12035
3981;2011-06-13;11995
3982;2011-06-12;11843
3983;2011-06-11;11614
3984;2011-06-10;11540
3985;2011-06-09;11995
3986;2011-06-08;11843
3987;2011-06-07;11509
3988;2011-06-06;11430
3989;2011-06-05;11615
3990;2011-06-04;11718
3991;2011-06-03;11509
3992;2011-06-02;11430
3993;2011-06-01;11615
3994;2011-05-31;11485
3995;2011-05-30;11506
3996;2011-05-29;11447
3997;2011-05-28;11252
3998;2011-05-27;11013
3999;2011-05-26;11506
4000;2011-05-25;11447
4001;2011-05-24;11125
4002;2011-05-23;11320
4003;2011-05-22;11254
4004;2011-05-21;10939
4005;2011-05-20;11372
4006;2011-05-19;11320
4007;2011-05-18;11254
4008;2011-05-17;11308
4009;2011-05-16;11287
4010;2011-05-15;11566
4011;2011-05-14;11782
4012;2011-05-13;11321
4013;2011-05-12;11287
4014;2011-05-11;11566
4015;2011-05-10;11369
4016;2011-05-09;11193
4017;2011-05-08;12155
4018;2011-05-07;12401
4019;2011-05-06;12664
4020;2011-05-05;11193
4021;2011-05-04;12155
4022;2011-05-03;12401
4023;2011-05-02;12659
4024;2011-05-01;12494
4025;2011-04-30;12455
4026;2011-04-28;12659
4027;2011-04-27;12494
4028;2011-04-26;12455
4029;2011-04-25;12364
4030;2011-04-24;12426
4031;2011-04-23;12135
4032;2011-04-22;12169
4033;2011-04-21;12364
4034;2011-04-20;12426
4035;2011-04-19;12463
4036;2011-04-18;12274
4037;2011-04-17;12270
4038;2011-04-16;12133
4039;2011-04-15;12646
4040;2011-04-14;12274
4041;2011-04-13;12270
4042;2011-04-12;12630
4043;2011-04-11;12290
4044;2011-04-10;12301
4045;2011-04-09;12287
4046;2011-04-08;12007
4047;2011-04-07;12290
4048;2011-04-06;12301
4049;2011-04-05;11863
4050;2011-04-04;11694
4051;2011-04-03;11535
